Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2011,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2071,45.7
2006,Cerebrovascular diseases (I60-I69),Stroke,Ohio,5828,45.7
2012,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1893,45.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Virginia,3313,45.7
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,1838,45.7
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,4701,45.8
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,1608,45.8
2016,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,1485,45.8
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,819,45.8
2001,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,775,45.8
2006,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4017,45.8
2000,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,1730,45.8
2011,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,1864,45.8
2014,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3326,45.8
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2091,45.8
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,690,45.8
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,301,45.8
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2297,45.9
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,919,45.9
2012,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2349,45.9
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2006,45.9
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,1395,46.0
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,2105,46.0
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,2799,46.0
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,754,46.0
2010,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,451,46.0
2002,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,1861,46.0
2003,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,257,46.0
2016,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2322,46.0
2015,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2280,46.0
2016,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3508,46.0
2015,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3447,46.0
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,449,46.0
2010,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4495,46.1
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1892,46.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Montana,484,46.1
2015,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,2453,46.2
2011,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1024,46.2
2005,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,855,46.2
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,301,46.2
2008,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3114,46.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Vermont,306,46.2
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,10578,46.2
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,3387,46.3
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,843,46.3
2013,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4987,46.3
2010,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2264,46.3
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,364,46.3
2010,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3762,46.3
2006,Cerebrovascular diseases (I60-I69),Stroke,Illinois,5989,46.3
2011,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2287,46.3
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,2326,46.3
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,2172,46.3
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,3835,46.3
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,1609,46.3
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2575,46.4
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2151,46.4
2014,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1127,46.4
2012,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4844,46.4
2006,Cerebrovascular diseases (I60-I69),Stroke,California,15039,46.4
2009,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2064,46.4
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,2422,46.4
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,2728,46.4
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,4313,46.4
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,2560,46.5
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1368,46.5
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1257,46.5
2006,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,888,46.5
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,320,46.5
2003,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,3407,46.5
2006,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,236,46.5
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1277,46.5
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1267,46.5
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,2330,46.5
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,8917,46.5
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,765,46.5
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2029,46.5
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1674,46.6
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,882,46.6
2002,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3674,46.6
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1951,46.6
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,2652,46.6
2007,Cerebrovascular diseases (I60-I69),Stroke,Indiana,3083,46.6
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2283,46.6
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,2287,46.6
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2239,46.7
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4607,46.7
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,3816,46.7
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,3736,46.7
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,808,46.7
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5539,46.7
2004,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,600,46.7
2011,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4708,46.7
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1778,46.7
2005,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,1977,46.7
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,7739,46.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1498,46.7
2002,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,605,46.7
2015,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2600,46.7
2009,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1073,46.7
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3018,46.7
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,425,46.7
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1358,46.8
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,411,46.8
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1824,46.8
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1643,46.8
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,7518,46.8
2015,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1653,46.8
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3096,46.8
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,6640,46.8
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,2969,46.8
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,147,46.9
1999,Chronic lower respiratory diseases (J40-J47),CLRD,California,13165,46.9
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,644,46.9
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2802,46.9
2000,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,767,46.9
2007,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,4231,46.9
2012,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2467,46.9
2002,Cerebrovascular diseases (I60-I69),Stroke,Florida,10269,46.9
2009,Cerebrovascular diseases (I60-I69),Stroke,Georgia,3732,46.9
2005,Cerebrovascular diseases (I60-I69),Stroke,Utah,794,46.9
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1304,46.9
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,9113,46.9
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,4156,46.9
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,3015,46.9
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,727,47.0
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1703,47.0
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,894,47.0
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1837,47.0
1999,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,1752,47.0
2007,Cerebrovascular diseases (I60-I69),Stroke,Alaska,157,47.0
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2093,47.0
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,3322,47.0
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1329,47.0
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,2981,47.0
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,1104,47.0
2008,Alzheimer's disease (G30),Alzheimer's disease,Washington,3105,47.1
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,666,47.1
2009,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,984,47.1
2001,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,265,47.1
2005,Cerebrovascular diseases (I60-I69),Stroke,Maryland,2476,47.1
2004,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2542,47.1
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,2517,47.1
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,2403,47.1
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,8868,47.1
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,611,47.1
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2451,47.2
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,1367,47.2
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,1267,47.2
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2867,47.2
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6765,47.2
2013,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,1500,47.2
2009,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,4442,47.2
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,2329,47.2
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,1475,47.2
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,342,47.2
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,243,47.2
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4805,47.3
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,2274,47.3
2006,Cerebrovascular diseases (I60-I69),Stroke,Kansas,1489,47.3
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,2956,47.3
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,382,47.3
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,2709,47.3
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1428,47.4
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,928,47.4
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,809,47.4
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3017,47.4
2002,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,577,47.4
2003,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,1913,47.4
2011,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,486,47.4
2009,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,2061,47.4
2005,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,2960,47.4
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1458,47.4
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,426,47.4
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,161374,47.4
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,333,47.4
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,142,47.5
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5848,47.5
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,7015,47.5
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1677,47.5
2016,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2870,47.5
1999,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,4122,47.5
2011,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,3218,47.5
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,682,47.5
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,2939,47.5
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,1941,47.5
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,2309,47.6
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,132,47.6
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1833,47.6
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,3081,47.6
2011,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,2402,47.6
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,341,47.6
2013,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,1637,47.6
2005,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,688,47.6
2013,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2508,47.6
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,2475,47.6
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1311,47.6
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1287,47.6
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,2786,47.6
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,2499,47.7
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1915,47.7
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,1032,47.7
2010,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,1022,47.7
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,776,47.7
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,3258,47.7
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,4019,47.7
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,2744,47.7
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2577,47.8
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,2073,47.8
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,1892,47.8
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,794,47.8
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,5185,47.8
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2882,47.8
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,5896,47.8
2010,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1104,47.8
2007,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,1391,47.8
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,3002,47.8
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,2848,47.8
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,2677,47.8
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,601,47.9
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,2939,47.9
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,6054,47.9
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,1726,47.9
2008,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,2098,47.9
2003,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,2550,47.9
2010,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,2293,47.9
2012,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,1140,47.9
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,2975,47.9
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,4991,47.9
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,4123,47.9
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,2821,48.0
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,1405,48.0
1999,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,3591,48.0
2007,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,457,48.0
2005,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,7650,48.0
2005,Cerebrovascular diseases (I60-I69),Stroke,United States,143579,48.0
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,2142,48.0
